customer_id,Recency,Frequency,Monetary,R_Rank,F_Rank,M_Rank,R_Score,F_Score,M_Score,Segment
148029,549,5,113295.73000000001,23433.0,44141.0,41062.0,Low,High,High,Key Loyal Customer
148030,99,7,101045.92,45091.0,47928.0,39252.0,High,High,High,Key Valuable Customer
148046,613,2,136526.8,20216.0,22924.0,43625.0,Low,Low,High,Key At Risk Customer
148048,273,1,4498.9,33231.0,1.0,2304.0,High,Low,Low,General Potential Customer
148049,975,1,8322.4,10499.0,1.0,5377.0,Low,Low,Low,Lost
148057,203,5,153791.62,38271.0,44141.0,45039.0,High,High,High,Key Valuable Customer
148058,899,3,119212.01999999999,12927.0,34108.0,41842.0,Low,High,High,Key Loyal Customer
148059,188,4,63139.560000000005,39343.0,40491.0,30810.0,High,High,High,Key Valuable Customer
148061,1325,1,24602.34,2636.0,1.0,15593.0,Low,Low,Low,Lost
148063,465,1,25256.27,26625.0,1.0,15987.0,High,Low,Low,General Potential Customer
148064,285,2,71602.48,31921.0,22924.0,33079.0,High,Low,High,Key Potential Customer
148065,1316,1,29457.04,2887.0,1.0,18062.0,Low,Low,Low,Lost
148066,961,1,19045.64,10886.0,1.0,12594.0,Low,Low,Low,Lost
148070,277,1,1082.79,32572.0,1.0,170.0,High,Low,Low,General Potential Customer
148073,974,1,69951.06,10557.0,1.0,32671.0,Low,Low,High,Key At Risk Customer
148083,54,1,59878.5,47361.0,1.0,29865.0,High,Low,High,Key Potential Customer
148092,627,2,20706.22,19600.0,22924.0,13518.0,Low,Low,Low,Lost
148093,404,2,50762.649999999994,28091.0,22924.0,26876.0,High,Low,High,Key Potential Customer
148095,405,2,3977.21,28063.0,22924.0,1889.0,High,Low,Low,General Potential Customer
148096,599,1,21723.06,20868.0,1.0,14054.0,Low,Low,Low,Lost
148097,275,3,74708.12,32934.0,34108.0,33820.0,High,High,High,Key Valuable Customer
148098,1269,2,24558.059999999998,4344.0,22924.0,15561.0,Low,Low,Low,Lost
148099,435,3,205589.28000000003,27407.0,34108.0,47702.0,High,High,High,Key Valuable Customer
148100,216,6,149324.57,37172.0,46492.0,44702.0,High,High,High,Key Valuable Customer
148101,1367,1,23743.0,1609.0,1.0,15128.0,Low,Low,Low,Lost
148102,934,2,7395.5599999999995,11863.0,22924.0,4673.0,Low,Low,Low,Lost
148103,1377,1,29346.59,1216.0,1.0,18017.0,Low,Low,Low,Lost
148105,954,1,18609.52,11121.0,1.0,12359.0,Low,Low,Low,Lost
148108,125,1,11198.93,43461.0,1.0,7623.0,High,Low,Low,General Potential Customer
148116,584,4,51877.5,21582.0,40491.0,27299.0,Low,High,High,Key Loyal Customer
148117,962,1,11205.09,10845.0,1.0,7629.0,Low,Low,Low,Lost
148118,212,7,108551.63,37738.0,47928.0,40390.0,High,High,High,Key Valuable Customer
148119,351,3,49305.99,29501.0,34108.0,26345.0,High,High,High,Key Valuable Customer
148125,1285,2,47487.520000000004,3871.0,22924.0,25663.0,Low,Low,High,Key At Risk Customer
148126,198,4,34180.88,38659.0,40491.0,20305.0,High,High,Low,General Valuable Customer
148128,447,3,96346.66,27110.0,34108.0,38460.0,High,High,High,Key Valuable Customer
148129,243,3,127854.59,35364.0,34108.0,42797.0,High,High,High,Key Valuable Customer
148130,286,3,36070.520000000004,31862.0,34108.0,21187.0,High,High,Low,General Valuable Customer
148136,611,4,205838.84,20382.0,40491.0,47711.0,Low,High,High,Key Loyal Customer
148137,155,9,150732.09,41590.0,49335.0,44800.0,High,High,High,Key Valuable Customer
148138,257,6,94650.47,34277.0,46492.0,38176.0,High,High,High,Key Valuable Customer
148139,734,4,142291.73,16644.0,40491.0,44148.0,Low,High,High,Key Loyal Customer
148141,232,1,69676.39,35982.0,1.0,32595.0,High,Low,High,Key Potential Customer
148145,945,1,22156.94,11526.0,1.0,14285.0,Low,Low,Low,Lost
148146,14,1,41799.31,49118.0,1.0,23572.0,High,Low,Low,General Potential Customer
148147,307,3,126354.99,30847.0,34108.0,42633.0,High,High,High,Key Valuable Customer
148148,573,3,48492.14,22256.0,34108.0,26058.0,Low,High,High,Key Loyal Customer
148150,954,1,27767.7,11121.0,1.0,17288.0,Low,Low,Low,Lost
148152,250,1,4355.88,34750.0,1.0,2171.0,High,Low,Low,General Potential Customer
148156,248,7,115900.48,34929.0,47928.0,41415.0,High,High,High,Key Valuable Customer
148157,281,4,219124.16,32244.0,40491.0,48109.0,High,High,High,Key Valuable Customer
148159,590,3,40494.600000000006,21314.0,34108.0,23069.0,Low,High,Low,General Loyal Customer
148160,190,5,151047.05,39222.0,44141.0,44821.0,High,High,High,Key Valuable Customer
148169,869,1,19109.98,13827.0,1.0,12633.0,Low,Low,Low,Lost
148171,125,3,42663.65,43461.0,34108.0,23900.0,High,High,Low,General Valuable Customer
148172,537,2,13553.18,23881.0,22924.0,9347.0,Low,Low,Low,Lost
148198,196,1,8743.19,38814.0,1.0,5704.0,High,Low,Low,General Potential Customer
148201,942,1,45698.0,11673.0,1.0,25017.0,Low,Low,Low,Lost
148206,1352,1,16076.16,1925.0,1.0,10882.0,Low,Low,Low,Lost
148211,1310,2,59652.04,3141.0,22924.0,29783.0,Low,Low,High,Key At Risk Customer
148213,1002,1,10088.21,9485.0,1.0,6766.0,Low,Low,Low,Lost
148214,234,4,117254.29999999999,35854.0,40491.0,41582.0,High,High,High,Key Valuable Customer
148215,978,3,38714.880000000005,10293.0,34108.0,22309.0,Low,High,Low,General Loyal Customer
148217,1253,1,3280.48,4740.0,1.0,1359.0,Low,Low,Low,Lost
148241,1282,1,21226.35,3980.0,1.0,13777.0,Low,Low,Low,Lost
148271,1271,1,7840.17,4293.0,1.0,5009.0,Low,Low,Low,Lost
148276,221,1,3856.91,36788.0,1.0,1783.0,High,Low,Low,General Potential Customer
148306,601,1,44095.48,20800.0,1.0,24429.0,Low,Low,Low,Lost
148310,213,2,37149.57,37595.0,22924.0,21613.0,High,Low,Low,General Potential Customer
148331,554,3,18367.18,23102.0,34108.0,12219.0,Low,High,Low,General Loyal Customer
148332,284,1,23368.14,31996.0,1.0,14934.0,High,Low,Low,General Potential Customer
148333,1303,2,38522.54,3367.0,22924.0,22220.0,Low,Low,Low,Lost
148340,1134,1,23574.66,7009.0,1.0,15037.0,Low,Low,Low,Lost
148341,1321,2,51101.64,2732.0,22924.0,27009.0,Low,Low,High,Key At Risk Customer
148342,876,1,16599.92,13645.0,1.0,11177.0,Low,Low,Low,Lost
148344,549,1,12014.44,23433.0,1.0,8232.0,Low,Low,Low,Lost
148362,249,2,35392.91,34844.0,22924.0,20842.0,High,Low,Low,General Potential Customer
148372,626,1,975.33,19658.0,1.0,122.0,Low,Low,Low,Lost
148377,184,2,72134.54999999999,39827.0,22924.0,33218.0,High,Low,High,Key Potential Customer
148380,642,1,14971.55,18738.0,1.0,10184.0,Low,Low,Low,Lost
148386,336,6,45725.58,29891.0,46492.0,25028.0,High,High,Low,General Valuable Customer
148387,364,2,5256.71,29277.0,22924.0,2973.0,High,Low,Low,General Potential Customer
148389,280,2,38970.38,32309.0,22924.0,22399.0,High,Low,Low,General Potential Customer
148390,273,2,17908.28,33231.0,22924.0,11966.0,High,Low,Low,General Potential Customer
148396,830,1,23070.53,14890.0,1.0,14787.0,Low,Low,Low,Lost
148410,368,1,2173.61,29041.0,1.0,683.0,High,Low,Low,General Potential Customer
148426,307,3,40930.81,30847.0,34108.0,23240.0,High,High,Low,General Valuable Customer
148428,229,5,198777.38,36193.0,44141.0,47451.0,High,High,High,Key Valuable Customer
148430,815,3,143391.04,15235.0,34108.0,44232.0,Low,High,High,Key Loyal Customer
148431,163,2,33625.55,41093.0,22924.0,20039.0,High,Low,Low,General Potential Customer
148432,367,2,36544.96,29116.0,22924.0,21381.0,High,Low,Low,General Potential Customer
148433,869,2,22794.05,13827.0,22924.0,14648.0,Low,Low,Low,Lost
148434,645,2,70903.79000000001,18603.0,22924.0,32913.0,Low,Low,High,Key At Risk Customer
148435,454,2,14326.73,26979.0,22924.0,9815.0,High,Low,Low,General Potential Customer
148436,183,3,48187.590000000004,39936.0,34108.0,25954.0,High,High,High,Key Valuable Customer
148437,178,3,86004.94,40198.0,34108.0,36414.0,High,High,High,Key Valuable Customer
148439,254,7,185677.51,34484.0,47928.0,46932.0,High,High,High,Key Valuable Customer
148440,1342,1,37318.62,2223.0,1.0,21677.0,Low,Low,Low,Lost
148441,254,2,127063.51999999999,34484.0,22924.0,42706.0,High,Low,High,Key Potential Customer
148442,129,4,104467.37000000001,43152.0,40491.0,39806.0,High,High,High,Key Valuable Customer
148443,543,2,62905.509999999995,23673.0,22924.0,30747.0,Low,Low,High,Key At Risk Customer
148444,109,5,120234.7,44553.0,44141.0,41956.0,High,High,High,Key Valuable Customer
148445,61,3,89790.62,47101.0,34108.0,37228.0,High,High,High,Key Valuable Customer
148446,548,1,9432.23,23505.0,1.0,6295.0,Low,Low,Low,Lost
148449,196,2,33952.84,38814.0,22924.0,20187.0,High,Low,Low,General Potential Customer
148450,944,2,13181.759999999998,11570.0,22924.0,9093.0,Low,Low,Low,Lost
148453,26,6,171622.28999999998,48530.0,46492.0,46195.0,High,High,High,Key Valuable Customer
148455,646,3,37364.9,18559.0,34108.0,21702.0,Low,High,Low,General Loyal Customer
148456,753,3,103986.20999999999,16223.0,34108.0,39732.0,Low,High,High,Key Loyal Customer
148457,335,9,410850.53,29924.0,49335.0,50021.0,High,High,High,Key Valuable Customer
148458,133,6,420341.49,42905.0,46492.0,50057.0,High,High,High,Key Valuable Customer
148459,334,7,268122.35,29950.0,47928.0,49126.0,High,High,High,Key Valuable Customer
148460,318,7,384372.09,30377.0,47928.0,49964.0,High,High,High,Key Valuable Customer
148461,246,3,107732.53,35123.0,34108.0,40276.0,High,High,High,Key Valuable Customer
148462,936,2,40742.76,11809.0,22924.0,23165.0,Low,Low,Low,Lost
148463,222,2,53224.67,36721.0,22924.0,27742.0,High,Low,High,Key Potential Customer
148465,227,4,141957.65,36369.0,40491.0,44114.0,High,High,High,Key Valuable Customer
148473,1111,2,67982.43,7351.0,22924.0,32160.0,Low,Low,High,Key At Risk Customer
148478,272,2,14232.759999999998,33360.0,22924.0,9752.0,High,Low,Low,General Potential Customer
148480,503,2,37878.14,25260.0,22924.0,21918.0,High,Low,Low,General Potential Customer
148481,211,9,181215.35,37843.0,49335.0,46699.0,High,High,High,Key Valuable Customer
148482,53,15,377508.25,47394.0,50131.0,49932.0,High,High,High,Key Valuable Customer
148483,161,4,100449.19,41200.0,40491.0,39141.0,High,High,High,Key Valuable Customer
148484,293,5,71052.90000000001,31458.0,44141.0,32949.0,High,High,High,Key Valuable Customer
148485,75,2,85221.06,46307.0,22924.0,36273.0,High,Low,High,Key Potential Customer
148492,1253,4,64226.46000000001,4740.0,40491.0,31129.0,Low,High,High,Key Loyal Customer
148493,522,2,56942.259999999995,24433.0,22924.0,28890.0,Low,Low,High,Key At Risk Customer
148494,277,3,67688.36,32572.0,34108.0,32075.0,High,High,High,Key Valuable Customer
148495,110,5,56955.3,44507.0,44141.0,28893.0,High,High,High,Key Valuable Customer
148500,534,1,17052.47,24011.0,1.0,11443.0,Low,Low,Low,Lost
148501,299,3,78577.95000000001,31165.0,34108.0,34772.0,High,High,High,Key Valuable Customer
148503,524,2,65210.24,24370.0,22924.0,31418.0,Low,Low,High,Key At Risk Customer
148505,543,3,78688.42000000001,23673.0,34108.0,34805.0,Low,High,High,Key Loyal Customer
148506,516,4,39539.08,24842.0,40491.0,22654.0,Low,High,Low,General Loyal Customer
148507,419,2,32490.17,27799.0,22924.0,19537.0,High,Low,Low,General Potential Customer
148508,1234,1,5239.38,5196.0,1.0,2955.0,Low,Low,Low,Lost
148509,103,2,91018.17,44874.0,22924.0,37479.0,High,Low,High,Key Potential Customer
148511,543,3,73032.98,23673.0,34108.0,33423.0,Low,High,High,Key Loyal Customer
148512,94,5,140352.17,45513.0,44141.0,43992.0,High,High,High,Key Valuable Customer
148513,638,7,159775.22,19168.0,47928.0,45449.0,Low,High,High,Key Loyal Customer
148514,205,4,86652.31,38148.0,40491.0,36563.0,High,High,High,Key Valuable Customer
148515,813,2,22118.18,15257.0,22924.0,14262.0,Low,Low,Low,Lost
148516,122,7,122420.01000000001,43856.0,47928.0,42209.0,High,High,High,Key Valuable Customer
148517,436,2,31108.120000000003,27378.0,22924.0,18883.0,High,Low,Low,General Potential Customer
148518,556,3,71606.78,23006.0,34108.0,33080.0,Low,High,High,Key Loyal Customer
148519,445,8,210255.34,27164.0,48833.0,47852.0,High,High,High,Key Valuable Customer
148521,274,4,87820.45,33101.0,40491.0,36819.0,High,High,High,Key Valuable Customer
148522,224,6,176513.13,36581.0,46492.0,46498.0,High,High,High,Key Valuable Customer
148523,248,3,28031.17,34929.0,34108.0,17421.0,High,High,Low,General Valuable Customer
148527,1199,1,9159.92,6007.0,1.0,6099.0,Low,Low,Low,Lost
148528,838,1,48511.2,14720.0,1.0,26061.0,Low,Low,High,Key At Risk Customer
148529,1313,1,22138.28,2974.0,1.0,14277.0,Low,Low,Low,Lost
148530,703,1,9836.91,17123.0,1.0,6575.0,Low,Low,Low,Lost
148533,567,2,25171.510000000002,22499.0,22924.0,15934.0,Low,Low,Low,Lost
148534,1293,1,21456.72,3633.0,1.0,13903.0,Low,Low,Low,Lost
148535,571,1,6339.65,22324.0,1.0,3867.0,Low,Low,Low,Lost
148537,38,2,21092.53,47925.0,22924.0,13709.0,High,Low,Low,General Potential Customer
148538,610,8,276096.63,20462.0,48833.0,49234.0,Low,High,High,Key Loyal Customer
148539,641,6,238377.92,18854.0,46492.0,48578.0,Low,High,High,Key Loyal Customer
148541,227,6,197992.25,36369.0,46492.0,47421.0,High,High,High,Key Valuable Customer
148543,13,8,171996.41999999998,49191.0,48833.0,46227.0,High,High,High,Key Valuable Customer
148544,277,6,255129.72,32572.0,46492.0,48921.0,High,High,High,Key Valuable Customer
148545,1219,2,59896.95,5649.0,22924.0,29869.0,Low,Low,High,Key At Risk Customer
148546,645,2,44166.45,18603.0,22924.0,24456.0,Low,Low,Low,Lost
148547,129,3,69048.58,43152.0,34108.0,32442.0,High,High,High,Key Valuable Customer
148548,13,2,19645.14,49191.0,22924.0,12910.0,High,Low,Low,General Potential Customer
148549,1421,1,8248.11,454.0,1.0,5322.0,Low,Low,Low,Lost
148550,1350,1,10209.58,1968.0,1.0,6866.0,Low,Low,Low,Lost
148551,460,1,11094.5,26754.0,1.0,7533.0,High,Low,Low,General Potential Customer
148552,1053,3,30839.68,8122.0,34108.0,18743.0,Low,High,Low,General Loyal Customer
148553,612,4,177194.44999999998,20294.0,40491.0,46527.0,Low,High,High,Key Loyal Customer
148554,577,5,150422.93,22098.0,44141.0,44777.0,Low,High,High,Key Loyal Customer
148555,51,4,76629.93,47452.0,40491.0,34302.0,High,High,High,Key Valuable Customer
148556,1108,1,9526.02,7397.0,1.0,6355.0,Low,Low,Low,Lost
148558,563,5,167864.58000000002,22667.0,44141.0,45966.0,Low,High,High,Key Loyal Customer
148559,654,1,11042.8,18226.0,1.0,7489.0,Low,Low,Low,Lost
148560,256,3,100557.31,34352.0,34108.0,39162.0,High,High,High,Key Valuable Customer
148561,11,3,91164.63,49360.0,34108.0,37510.0,High,High,High,Key Valuable Customer
148562,19,6,187759.38,48835.0,46492.0,47030.0,High,High,High,Key Valuable Customer
148563,642,2,27126.62,18738.0,22924.0,16949.0,Low,Low,Low,Lost
148564,641,2,87808.17,18854.0,22924.0,36815.0,Low,Low,High,Key At Risk Customer
148565,237,4,101428.68,35680.0,40491.0,39325.0,High,High,High,Key Valuable Customer
148566,905,3,154870.41999999998,12777.0,34108.0,45128.0,Low,High,High,Key Loyal Customer
148567,535,2,31742.68,23952.0,22924.0,19193.0,Low,Low,Low,Lost
148568,979,2,56513.8,10253.0,22924.0,28761.0,Low,Low,High,Key At Risk Customer
148570,296,3,45115.8,31314.0,34108.0,24813.0,High,High,Low,General Valuable Customer
148571,187,5,102273.8,39426.0,44141.0,39445.0,High,High,High,Key Valuable Customer
148572,920,3,53016.62,12254.0,34108.0,27667.0,Low,High,High,Key Loyal Customer
148573,321,7,198274.93,30282.0,47928.0,47431.0,High,High,High,Key Valuable Customer
148574,133,3,79215.83,42905.0,34108.0,34917.0,High,High,High,Key Valuable Customer
148575,548,3,30096.010000000002,23505.0,34108.0,18381.0,Low,High,Low,General Loyal Customer
148576,124,3,90000.65,43610.0,34108.0,37271.0,High,High,High,Key Valuable Customer
148577,18,4,63564.93,48905.0,40491.0,30913.0,High,High,High,Key Valuable Customer
148578,63,5,110784.95,46945.0,44141.0,40714.0,High,High,High,Key Valuable Customer
148579,122,11,221957.88999999998,43856.0,49859.0,48186.0,High,High,High,Key Valuable Customer
148580,459,8,83863.34,26812.0,48833.0,35963.0,High,High,High,Key Valuable Customer
148582,1084,1,24984.04,7806.0,1.0,15808.0,Low,Low,Low,Lost
148586,1106,2,30766.78,7413.0,22924.0,18712.0,Low,Low,Low,Lost
148587,332,5,217191.97,30025.0,44141.0,48053.0,High,High,High,Key Valuable Customer
148588,1079,1,28006.35,7850.0,1.0,17407.0,Low,Low,Low,Lost
148589,85,3,134544.58,45887.0,34108.0,43430.0,High,High,High,Key Valuable Customer
148590,438,8,244467.68,27327.0,48833.0,48711.0,High,High,High,Key Valuable Customer
148591,516,2,84921.01,24842.0,22924.0,36206.0,Low,Low,High,Key At Risk Customer
148592,642,1,117504.47,18738.0,1.0,41619.0,Low,Low,High,Key At Risk Customer
148593,318,3,265373.72,30377.0,34108.0,49075.0,High,High,High,Key Valuable Customer
148595,310,5,290299.69,30668.0,44141.0,49415.0,High,High,High,Key Valuable Customer
148597,216,4,60190.65,37172.0,40491.0,29956.0,High,High,High,Key Valuable Customer
148598,194,7,103982.47,38935.0,47928.0,39731.0,High,High,High,Key Valuable Customer
148599,5,7,197505.62,49731.0,47928.0,47398.0,High,High,High,Key Valuable Customer
148603,869,2,19313.91,13827.0,22924.0,12733.0,Low,Low,Low,Lost
148604,872,1,8565.62,13746.0,1.0,5555.0,Low,Low,Low,Lost
148605,1188,1,39367.72,6267.0,1.0,22572.0,Low,Low,Low,Lost
148606,1318,1,35867.37,2834.0,1.0,21079.0,Low,Low,Low,Lost
148607,160,5,224649.75,41266.0,44141.0,48256.0,High,High,High,Key Valuable Customer
148608,33,1,13136.98,48261.0,1.0,9061.0,High,Low,Low,General Potential Customer
148609,557,1,37851.33,22940.0,1.0,21909.0,Low,Low,Low,Lost
148610,550,1,21191.78,23350.0,1.0,13754.0,Low,Low,Low,Lost
148612,264,10,436380.69,33741.0,49665.0,50080.0,High,High,High,Key Valuable Customer
148613,188,7,194632.88,39343.0,47928.0,47291.0,High,High,High,Key Valuable Customer
148615,210,7,160800.56,37884.0,47928.0,45528.0,High,High,High,Key Valuable Customer
148617,952,1,17039.36,11196.0,1.0,11433.0,Low,Low,Low,Lost
148618,879,1,29811.32,13584.0,1.0,18241.0,Low,Low,Low,Lost
148622,959,2,29947.7,10958.0,22924.0,18319.0,Low,Low,Low,Lost
148623,221,2,45475.35,36788.0,22924.0,24947.0,High,Low,Low,General Potential Customer
148624,203,5,159929.57,38271.0,44141.0,45457.0,High,High,High,Key Valuable Customer
148625,738,3,56792.17,16552.0,34108.0,28845.0,Low,High,High,Key Loyal Customer
148626,252,1,28429.72,34614.0,1.0,17624.0,High,Low,Low,General Potential Customer
148627,1001,1,23825.61,9512.0,1.0,15171.0,Low,Low,Low,Lost
148629,885,1,81740.1,13320.0,1.0,35529.0,Low,Low,High,Key At Risk Customer
148633,891,1,10103.46,13164.0,1.0,6777.0,Low,Low,Low,Lost
148639,222,1,8929.8,36721.0,1.0,5890.0,High,Low,Low,General Potential Customer
148644,679,3,99254.14,17475.0,34108.0,38948.0,Low,High,High,Key Loyal Customer
148646,181,6,124919.54999999999,40112.0,46492.0,42471.0,High,High,High,Key Valuable Customer
148649,6,10,239799.93,49653.0,49665.0,48607.0,High,High,High,Key Valuable Customer
148650,117,12,143132.08000000002,44106.0,49973.0,44215.0,High,High,High,Key Valuable Customer
148654,857,4,117584.9,14127.0,40491.0,41629.0,Low,High,High,Key Loyal Customer
148655,520,2,98894.09999999999,24530.0,22924.0,38877.0,Low,Low,High,Key At Risk Customer
148656,244,3,58337.03,35297.0,34108.0,29362.0,High,High,High,Key Valuable Customer
148657,186,6,98847.57999999999,39549.0,46492.0,38872.0,High,High,High,Key Valuable Customer
148658,512,2,38574.42,24978.0,22924.0,22243.0,Low,Low,Low,Lost
148659,1282,2,31525.34,3980.0,22924.0,19098.0,Low,Low,Low,Lost
148660,245,5,43864.270000000004,35221.0,44141.0,24349.0,High,High,Low,General Valuable Customer
148661,33,4,83749.9,48261.0,40491.0,35936.0,High,High,High,Key Valuable Customer
148662,328,5,140313.05,30086.0,44141.0,43988.0,High,High,High,Key Valuable Customer
148663,213,4,127344.65,37595.0,40491.0,42734.0,High,High,High,Key Valuable Customer
148664,243,5,63020.89,35364.0,44141.0,30780.0,High,High,High,Key Valuable Customer
148665,541,4,129084.84000000001,23739.0,40491.0,42922.0,Low,High,High,Key Loyal Customer
148667,294,2,23645.54,31407.0,22924.0,15070.0,High,Low,Low,General Potential Customer
148668,234,2,21032.18,35854.0,22924.0,13672.0,High,Low,Low,General Potential Customer
148670,474,4,200227.46,26363.0,40491.0,47504.0,High,High,High,Key Valuable Customer
148671,299,7,150955.95,31165.0,47928.0,44817.0,High,High,High,Key Valuable Customer
148672,170,5,57077.68,40633.0,44141.0,28937.0,High,High,High,Key Valuable Customer
148673,173,6,209521.62,40425.0,46492.0,47829.0,High,High,High,Key Valuable Customer
148674,369,3,34600.72,29008.0,34108.0,20476.0,High,High,Low,General Valuable Customer
148675,94,5,129566.97,45513.0,44141.0,42959.0,High,High,High,Key Valuable Customer
148677,512,4,160669.25999999998,24978.0,40491.0,45518.0,Low,High,High,Key Loyal Customer
148679,230,2,40030.58,36115.0,22924.0,22874.0,High,Low,Low,General Potential Customer
148680,125,5,204890.39,43461.0,44141.0,47675.0,High,High,High,Key Valuable Customer
148694,1279,1,17984.12,4118.0,1.0,12018.0,Low,Low,Low,Lost
148697,1330,1,33064.38,2514.0,1.0,19812.0,Low,Low,Low,Lost
148701,597,1,44556.4,20998.0,1.0,24610.0,Low,Low,Low,Lost
148703,371,2,26135.25,28947.0,22924.0,16481.0,High,Low,Low,General Potential Customer
148704,372,2,30113.129999999997,28926.0,22924.0,18387.0,High,Low,Low,General Potential Customer
148705,323,2,34238.47,30218.0,22924.0,20331.0,High,Low,Low,General Potential Customer
148706,62,2,94648.59,47023.0,22924.0,38175.0,High,Low,High,Key Potential Customer
148707,1270,1,6613.24,4317.0,1.0,4107.0,Low,Low,Low,Lost
148709,84,2,108639.26000000001,45922.0,22924.0,40404.0,High,Low,High,Key Potential Customer
148712,557,5,148207.19999999998,22940.0,44141.0,44616.0,Low,High,High,Key Loyal Customer
148713,163,3,62835.34,41093.0,34108.0,30728.0,High,High,High,Key Valuable Customer
148714,580,5,38246.63,21871.0,44141.0,22097.0,Low,High,Low,General Loyal Customer
148715,243,5,214053.01,35364.0,44141.0,47957.0,High,High,High,Key Valuable Customer
148718,1409,1,24809.92,632.0,1.0,15702.0,Low,Low,Low,Lost
148721,533,2,17479.65,24048.0,22924.0,11689.0,Low,Low,Low,Lost
148722,152,6,239467.38000000003,41802.0,46492.0,48600.0,High,High,High,Key Valuable Customer
148723,532,4,54115.8,24083.0,40491.0,28008.0,Low,High,High,Key Loyal Customer
148724,1250,4,51842.16,4813.0,40491.0,27285.0,Low,High,High,Key Loyal Customer
148725,68,4,132092.91,46651.0,40491.0,43203.0,High,High,High,Key Valuable Customer
148726,196,6,197483.96,38814.0,46492.0,47397.0,High,High,High,Key Valuable Customer
148727,979,8,197141.99,10253.0,48833.0,47387.0,Low,High,High,Key Loyal Customer
148728,209,3,38518.380000000005,37926.0,34108.0,22219.0,High,High,Low,General Valuable Customer
148729,183,4,86007.08,39936.0,40491.0,36415.0,High,High,High,Key Valuable Customer
148730,735,3,52607.479999999996,16624.0,34108.0,27540.0,Low,High,High,Key Loyal Customer
148731,167,3,110669.34,40826.0,34108.0,40697.0,High,High,High,Key Valuable Customer
148732,1362,1,1919.9,1707.0,1.0,528.0,Low,Low,Low,Lost
148733,115,8,249308.83000000002,44181.0,48833.0,48809.0,High,High,High,Key Valuable Customer
148736,980,1,59133.3,10204.0,1.0,29610.0,Low,Low,High,Key At Risk Customer
148740,259,1,5184.16,34153.0,1.0,2918.0,High,Low,Low,General Potential Customer
148741,234,2,18334.48,35854.0,22924.0,12198.0,High,Low,Low,General Potential Customer
148745,230,3,98585.56,36115.0,34108.0,38826.0,High,High,High,Key Valuable Customer
148752,98,7,285168.73,45148.0,47928.0,49354.0,High,High,High,Key Valuable Customer
148753,506,3,37390.08,25150.0,34108.0,21708.0,High,High,Low,General Valuable Customer
148754,317,5,96061.42000000001,30409.0,44141.0,38403.0,High,High,High,Key Valuable Customer
148755,250,6,80083.28,34750.0,46492.0,35150.0,High,High,High,Key Valuable Customer
148758,371,1,531.34,28947.0,1.0,18.0,High,Low,Low,General Potential Customer
148761,1346,1,9054.78,2090.0,1.0,6009.0,Low,Low,Low,Lost
148762,438,3,35432.56,27327.0,34108.0,20863.0,High,High,Low,General Valuable Customer
148764,544,1,45276.55,23649.0,1.0,24876.0,Low,Low,Low,Lost
148767,107,5,78545.14,44664.0,44141.0,34764.0,High,High,High,Key Valuable Customer
148768,885,4,39639.71,13320.0,40491.0,22693.0,Low,High,Low,General Loyal Customer
148770,1378,1,9196.28,1186.0,1.0,6124.0,Low,Low,Low,Lost
148771,185,1,41948.12,39704.0,1.0,23625.0,High,Low,Low,General Potential Customer
148772,3,11,164520.89,49945.0,49859.0,45768.0,High,High,High,Key Valuable Customer
148773,1236,3,57198.36,5125.0,34108.0,28976.0,Low,High,High,Key Loyal Customer
148775,593,4,128156.38,21180.0,40491.0,42835.0,Low,High,High,Key Loyal Customer
148776,1019,1,64149.36,8700.0,1.0,31105.0,Low,Low,High,Key At Risk Customer
148777,297,1,5577.65,31264.0,1.0,3203.0,High,Low,Low,General Potential Customer
148778,355,2,17058.440000000002,29430.0,22924.0,11448.0,High,Low,Low,General Potential Customer
148779,444,1,14644.21,27191.0,1.0,9995.0,High,Low,Low,General Potential Customer
148781,277,3,40708.53,32572.0,34108.0,23151.0,High,High,Low,General Valuable Customer
148783,1456,1,8928.64,61.0,1.0,5889.0,Low,Low,Low,Lost
148784,241,6,121088.69,35471.0,46492.0,42064.0,High,High,High,Key Valuable Customer
148785,46,3,48606.03,47650.0,34108.0,26101.0,High,High,High,Key Valuable Customer
148788,899,4,99305.23,12927.0,40491.0,38960.0,Low,High,High,Key Loyal Customer
148790,131,2,29103.55,43022.0,22924.0,17902.0,High,Low,Low,General Potential Customer
148791,961,2,42498.3,10886.0,22924.0,23837.0,Low,Low,Low,Lost
148794,1015,1,10046.33,8833.0,1.0,6728.0,Low,Low,Low,Lost
148795,221,2,84842.86,36788.0,22924.0,36185.0,High,Low,High,Key Potential Customer
148796,424,2,41458.37,27714.0,22924.0,23445.0,High,Low,Low,General Potential Customer
148798,952,2,110280.09,11196.0,22924.0,40638.0,Low,Low,High,Key At Risk Customer
148800,955,1,29719.17,11077.0,1.0,18197.0,Low,Low,Low,Lost
148801,562,2,11982.960000000001,22731.0,22924.0,8216.0,Low,Low,Low,Lost
148803,184,1,5674.19,39827.0,1.0,3297.0,High,Low,Low,General Potential Customer
148805,909,2,35638.6,12685.0,22924.0,20961.0,Low,Low,Low,Lost
148807,260,7,235057.59,34075.0,47928.0,48501.0,High,High,High,Key Valuable Customer
148809,5,5,128156.29,49731.0,44141.0,42834.0,High,High,High,Key Valuable Customer
